ORIGEM DOS DADOS;CÓDIGO OBRA;PROCESSO;SECRETARIA CONTRATANTE;SECRETARIA RESPONSÁVEL;SUBPREFEITURA;REGIÃO;DISTRITO;LOCAL;LATITUDE;LONGITUDE;NOME DA OBRA;ESCOPO DO CONTRATO;CATEGORIA;SUBCATEGORIA;CLASSIFICAÇÃO;STATUS;FONTES DE RECURSO;DT INÍCIO DA OBRA;DT TÉRMINO DA OBRA;NÚMERO DO CONTRATO;EMPRESA CONTRATADA;CNPJ CONTRATADA;PROGRAMA DE METAS;VALOR INICIAL DO CONTRATO;VALOR DE ADITAMENTOS;VALOR TOTAL DO CONTRATO;VALOR EXECUTADO DO CONTRATO;VALOR DE REAJUSTES;VALOR DE INVESTIMENTOS
SIURB;C278;7910201900000926;SECRETARIA MUNICIPAL DE INOVAÇÃO E TECNOLOGIA;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;ST;NORTE;TUCURUVI;AV. TUCURUVI, 808;-23;4816399 -46;DESCOMPLICA SP - UNIDADE SANTANA / TUCURUVI;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA E ARQUITETURA PARA ELABORAÇÃO DE PROJETO EXECUTIVO DE ESTRUTURA E EXECUÇÃO DAS OBRAS DE IMPLANTAÇÃO DO DESCOMPLICA SP - UNIDADE SANTANA / TUCURUVI;Outros;CONSTRUÇÃO;DESCOMPLICA;CONCLUÍDA;00-Tesouro Municipal;11/03/2019;05/11/2019;012/SIURB/19;TETO CONS.COM. EMPR. LTDA;	13034156000135;	;R$970.684,47;R$128.186,14;R$1.098.870,61;R$986.760,90;R$0,00;R$986.760,90
SIURB;C288;6022202000015496;SECRETARIA MUNICIPAL DA SAÚDE;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;EM;LESTE;ERMELINO MATARAZZO;ALAMEDA RODRIGO DE BRUM, 1989;-23.5004488;-46.4747239;OBRAS PARA O HOSPITAL MUNICIPAL ALÍPIO CORREA NETO;CONTRATAÇÃO EM CARÁTER EMERGENCIAL PARA EXECUÇÃO DE SERVIÇOS E OBRAS PARA O HOSPITAL MUNICIPAL ALÍPIO CORREA NETO, NECESSÁRIOS PARA MELHORAR O ATENDIMENTO AOS USUÁRIOS QUE CONTRAÍRAM OU SUSPEITOS DE COVID-19.  ;Unidades de Saúde;CONSTRUÇÃO;HOSPITAL;CONCLUÍDA;00-Tesouro Municipal;24/06/2020;20/12/2020;107/SIURB/20;ENGEFORM S/A CONSTRUÇÕES E COMÉRCIO;	48246920000110;	;R$5.043.391,34;R$0,00;R$5.043.391,34;R$250.835,58;R$0,00;R$250.835,58
SIURB;C292;6022202000017120;SECRETARIA MUNICIPAL DA SAÚDE;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MP;LESTE;SAO MIGUEL;R. DR. JOSÉ GUILHERME EIRAS, 123;-23.4971182;-46.4422509;EXECUÇÃO DE SERVIÇOS E OBRAS PARA O HOSPITAL MUNICIPAL TIDE SETUBAL;CONTRATAÇÃO EM CARÁTER EMERGENCIAL PARA EXECUÇÃO DE SERVIÇOS E OBRAS PARA O HOSPITAL MUNICIPAL TIDE SETUBAL VISANDO O ATENDIMENTO IMEDIATO AOS USUÁRIOS QUE CONTRAÍRAM OU SUSPEITOS DE COVID-19 E A ELIMINAÇÃO DO RISCO DE AUMENTO ABRUPTO DOS CASOS NOVOS.  ;Unidades de Saúde;CONSTRUÇÃO;HOSPITAL;CONCLUÍDA;00-Tesouro Municipal;03/07/2020;29/12/2020;112/SIURB/20;CONSTRUTORA UBIRATAN LTDA;	43507235000187;	;R$2.704.581,91;R$0,00;R$2.704.581,91;R$178.400,67;R$0,00;R$178.400,67
SIURB;C295;6022202000017073;SECRETARIA MUNICIPAL DA SAÚDE;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;BT;OESTE;RIO PEQUENO;RUA LUCAS DE LEYDE, 257;-23.5782695;-46.76688;EXECUÇÃO DE SERVIÇOS E OBRAS PARA O HOSPITAL MUNICIPAL E MATERNIDADE MARIO DEGNI;CONTRATAÇÃO EM CARÁTER EMERGENCIAL PARA EXECUÇÃO DE SERVIÇOS E OBRAS PARA O HOSPITAL MUNICIPAL E MATERNIDADE MARIO DEGNI VISANDO O ATENDIMENTO IMEDIATO AOS USUÁRIOS QUE CONTRAÍRAM OU SUSPEITOS DE COVID-19 E A ELIMINAÇÃO DO RISCO DE AUMENTO ABRUPTO DOS CASOS NOVOS.  ;Unidades de Saúde;CONSTRUÇÃO;HOSPITAL;CONCLUÍDA;00-Tesouro Municipal;03/07/2020;29/12/2020;123/SIURB/20;PAULITEC CONSTRUÇÕES LTDA;	49437809000174;	;R$973.340,77;R$0,00;R$973.340,77;R$910.346,23;R$0,00;R$910.346,23
SIURB;C296;6022202000017090;SECRETARIA MUNICIPAL DA SAÚDE;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SB;LESTE;SAPOPEMBA;RUA ANTÔNIO LÁZARO, 226;-23.5881141;-46.516504;EXECUÇÃO DE SERVIÇOS E OBRAS PARA O HOSPITAL MUNICIPAL BENEDICTO MONTENEGRO;CONTRATAÇÃO EM CARÁTER EMERGENCIAL PARA EXECUÇÃO DE SERVIÇOS E OBRAS PARA O HOSPITAL MUNICIPAL BENEDICTO MONTENEGRO VISANDO O ATENDIMENTO IMEDIATO AOS USUÁRIOS QUE CONTRAÍRAM OU SUSPEITOS DE COVID-19 E A ELIMINAÇÃO DO RISCO DE AUMENTO ABRUPTO DOS CASOS NOVOS.  ;Unidades de Saúde;CONSTRUÇÃO;HOSPITAL;CONCLUÍDA;00-Tesouro Municipal;03/07/2020;29/12/2020;116/SIURB/20;PAULITEC CONSTRUÇÕES LTDA;	49437809000174;	;R$258.054,35;R$0,00;R$258.054,35;R$255.939,72;R$0,00;R$255.939,72
SIURB;C298;6022202000018363;SECRETARIA MUNICIPAL DA SAÚDE;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MO;LESTE;MOOCA;RUA JUVENTUS, 562;-23.5719328;-46.5923871;EXECUÇÃO DE SERVIÇOS E OBRAS PARA O HOSPITAL MUNICIPAL IGNÁCIO PROENÇA DE GOUVEIA;CONTRATAÇÃO EM CARÁTER EMERGENCIAL PARA EXECUÇÃO DE SERVIÇOS E OBRAS PARA O HOSPITAL MUNICIPAL IGNÁCIO PROENÇA DE GOUVEIA, VISANDO O ATENDIMENTO IMEDIATO AOS USUÁRIOS QUE CONTRAÍRAM OU SUSPEITOS DE COVID-19 E A ELIMINAÇÃO DO RISCO DE AUMENTO ABRUPTO DOS CASOS NOVOS.  ;Unidades de Saúde;CONSTRUÇÃO;HOSPITAL;CONCLUÍDA;00-Tesouro Municipal;23/07/2020;18/01/2021;125/SIURB/20;LOPES KALIL  ENGENHARIA E COMERCIO LTDA;	60403235000156;	;R$1.093.194,45;R$0,00;R$1.093.194,45;R$969.864,24;R$0,00;R$969.864,24
SIURB;C307;6020000000000000;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PI;OESTE;PINHEIROS;RUA MARIA ANTONIA LADALARDO;-23.6297126;-46.7221153;ESCADARIA, EM CONCRETO ARMADO, NA ENCOSTA, INTERLIGANDO AS RUAS MARIA ANTONIA LADALARDO;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA A CONSTRUÇÃO DA ESCADARIA, EM CONCRETO ARMADO, NA ENCOSTA, INTERLIGANDO AS RUAS MARIA ANTONIA LADALARDO (CODLOG: 718050) E A DE LIGAÇÃO (CODLOG: 298905).;Vias e Logradouros;CONSTRUÇÃO;ESCADARIA;EM ANDAMENTO;;04/01/2021;31/08/2022;119/SIURB/20;CONSTRUTORA PROGREDIOR LTDA;	56800000000000;	;R$628.831,68;R$0,00;R$628.831,68;R$0,00;R$0,00;R$0,00
SIURB;C308;6059202000012707;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;VM;SUL;VILA MARIANA;RUA FERNANDO DE NORONHA;-23.6084875;-46.6373976;ESTABILIZAÇÃO DE  MAÇIÇO SOB VIA PÚBLICA, RECUPERAÇÃO DE GALERIA DE AGUAS PLUVIAIS ;CONTRATAÇÃO EMERGENCIAL PARA ESTABILIZAÇÃO DO MACIÇO SOB VIA PÚBLICA, RECUPERAÇÃO DE GALERIA DE ÁGUAS PLUVIAIS E SERVIÇOS COMPLEMENTARES NA RUA FERNANDO DE NORONHA, ALTURA DO Nº 223 - CHÁCARA INGLESA / SAÚDE.;Vias e Logradouros;CONSTRUÇÃO;ESCADARIA;CONCLUÍDA;03-Transferências Estaduais;28/02/2020;25/08/2020;057/SIURB/20;CONSITEC ENG E TECNOLOGIA LTDA;	02243019000194;	;R$2.368.174,96;R$0,00;R$2.368.174,96;R$2.367.574,30;R$0,00;R$2.367.574,30
SIURB;C309;6022201900044648;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;VM;SUL;VILA MARIANA;AV. WASHINGTON LUIZ X AV. VIEIRA DE MORAIS;-23.6272176;-46.6615049;EXECUÇÃO DE OBRA DE RECUPERAÇÃO ESTRUTURAL DA PASSARELA LOCALIZADA NA AV. WASHINGTON LUIZ X VIERA DE MORAIS;EXECUÇÃO DE OBRA DE RECUPERAÇÃO ESTRUTURAL DA PASSARELA LOCALIZADA NA AV. WASHINGTON LUIZ X VIERA DE MORAIS;Mobilidade Urbana;CONSTRUÇÃO;PASSARELA;CONCLUÍDA;00-Tesouro Municipal\08-Tesouro Municipal - Recursos Vinculados;12/12/2019;11/05/2020;117/SIURB/19;OLIPOL ENGENHARIA E COMÉRCIO LTDA;	62688528000152;	;R$772.349,52;R$171.571,80;R$943.921,31;R$942.855,36;R$0,00;R$942.855,36
SIURB;C310;6022201600000971;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PA;SUL;PARELHEIROS;RUA EUSÉBIO COCHI E RUA CACOAL;-23.8229311;-46.7269104;MELHORIAS NA MALHA VIÁRIA NO ACESSO AO HOSPITAL DE PARELHEIROS, NA RUA EUSÉBIO COGHI E RUA CACOAL.;EXECUÇÃO DE SERVIÇOS DE MELHORIAS NA MALHA VIÁRIA NO ACESSO AO HOSPITAL DE PARELHEIROS, NA RUA EUSÉBIO COGHI RAMO 100, RAMO 200 E RUA CACOAL.;Vias e Logradouros;CONSTRUÇÃO;VIARIO;CONCLUÍDA;00-Tesouro Municipal\08-Tesouro Municipal - Recursos Vinculados;23/05/2016;22/08/2016;005/SIURB/16;JOFEGE PAVIMENTAÇÃO E CONSTRUÇÃO LTDA.;	62162847000120;	;R$4.800.000,00;R$1.553.234,38;R$6.353.234,38;R$3.951.793,82;R$0,00;R$3.951.793,82
SIURB;C311;6022201900023489;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;VM;SUL;MOEMA;AVENIDA MOREIRA GUIMARÃES;-23.6161429;-46.6625197;RECUPERAÇÃO ESTRUTURAL DA PASSARELA JOSÉ GRANADEIRO GUIMARÃES. ;EXECUÇÃO DE OBRA DE RECUPERAÇÃO ESTRUTURAL DA PASSARELA JOSÉ GRANADEIRO GUIMARÃES;Mobilidade Urbana;CONSTRUÇÃO;PASSARELA;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;06/01/2020;03/09/2020;123/SIURB/19;MACOR ENGENHARIA, CONSTRUÇÕES E COMÉRCIO LTDA.;	57646374000104;	;R$538.506,86;R$0,00;R$538.506,86;R$537.418,38;R$0,00;R$537.418,38
SIURB;M0012201;6022202100043939;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;G ;LESTE;José Bonifácio;Rua Professora Lucila Cerqueira x Rua Luis Medeiros da Silva;-23.546363;-46.427637;CEU José Bonifacio e EMEF Benedito Calixto;OBRA EMERGENCIAL PARA RECOMPOSIÇÃO DE TALUDE E RECONSTRUÇÃO DO MURO DE DIVISA NO CEU JOSÉ BONIFACIO E EMEF BENEDITO CALIXTO;Unidades de Educação;MANUTENÇÃO;EMERGENCIAL;CONCLUÍDA;00-Tesouro Municipal;14/12/2021;12/06/2022;001/SIURB/22;M H CONSTRUTORA LTDA;	34126681000150;	;R$980.453,12;R$0,00;R$980.453,12;R$980.329,07;R$0,00;R$980.329,07
SIURB;M0022101;6021201900022703;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;Sé;Av da Liberdade, 103;-23.553942;-46.635044;TROCA DE CAIXILHOS DO PRÉDIO DO JUD/DEMAP;Contratação dos serviços de troca de caixilhos do prédio do JUD/DEMAP;Outros;MANUTENÇÃO;JUD DEMAP;CONCLUÍDA;00-Tesouro Municipal;23/04/2021;19/09/2021;002/SIURB/21;JLA CONSTRUÇÕES E COMÉRCIO LTDA;	02232509000195;	;R$526.420,53;R$23.565,58;R$549.986,12;R$549.985,49;R$0,00;R$549.985,49
SIURB;M0022201;7910202100001853;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;LA;OESTE;Barra Funda;Av. Marginal Tietê, 4900;-23.5091;-46.6896;PONTE FREGUESIA DO Ó - SENTIDO CENTRO BAIRRO;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA PARA EXECUÇÃO DE OBRA DE REFORÇO DE VIGA DA PONTE DA FREGUESIA DO Ó – SENTIDO CENTRO BAIRRO;Vias e Logradouros;MANUTENÇÃO;Recuperação Pontes e Viadutos;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;21/01/2022;01/03/2022;002/SIURB/22;CONSITEC ENGENHARIA E TECNOLOGIA LTDA.;	02243019000194;	;R$495.000,00;R$0,00;R$495.000,00;R$495.000,00;R$0,00;R$495.000,00
SIURB;M0042201;7910202100011980;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;Sé;Viaduto Diário Popular;-23.543556;-46.629285;JUNTA DE DILATAÇÃO NO VIADUTO DIÁRIO POPULAR;Prestação de serviços para a substituição no Viaduto Diário Popular;Vias e Logradouros;MANUTENÇÃO;OAE;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;09/05/2022;08/06/2022;004/SIURB/22;VOS OBRAS E SERVIÇOS DE CONSTRUÇÃO CIVIL;	01129913000175;	37;R$32.743,75;R$0,00;R$32.743,75;R$32.743,75;R$0,00;R$32.743,75
SIURB;M0081701;6022201700000930;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PJ;NORTE;Jaragua;Rua Paulo Arentino;-23.434856;-46.735035;CONTENÇÃO DO TALUDE NO TRECHO DA RUA ARENTINO JUNTO AO PARQUE MUNICIPAL PINHEIRINHO DAGUA;Execução das obras emergenciais de contenção do talude no trecho da Rua Paulo Arentino junto ao Parque Municipal Pinheirinho dagua;Outros;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;06/02/2017;05/08/2017;008/SMSO/17;JZ ENGENHARIA E COMÉRCIO LTDA;	58004714000158;	;R$948.125,99;R$0,00;R$948.125,99;R$924.045,95;R$0,00;R$924.045,95
SIURB;M0082201;;SECRETARIA MUNICIPAL DE EDUCAÇÃO;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PR;NORTE;ANHANGUERA;Av. Euclides da Cunha, s/n. - Morada do Sol;-23.432942;-46.779043;CEI Morada do Sol;EXECUÇÃO DE OBRA DE MANUTENÇÃO E ADEQUAÇÃO DA CEI MORADA DO SOL, SITUADA NA RUA EUCLIDES DA CUNHA, S/N, COM ÁREA DE INTERVENÇÃO DE 700 M2 - SUB/PJ;Unidades de Educação;MANUTENÇÃO;CEI;CONCLUÍDA;;02/03/2022;29/08/2022;008/SIURB/22;DPT ENGENHARIA E ARQUITETURA EIRELLI;	34730331000107;	26;R$649.470,98;R$307.403,66;R$956.874,64;R$0,00;R$0,00;R$0,00
SIURB;M0102001;6022201900040944;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PI;OESTE;Alto de Pinheiros;Marginal Pinheiros  ;-23.548259;-46.729744;Serviços complementares de engenharia para recuperação, reforma e adequação ;EXECUÇÃO DE OBRAS E SERVIÇOS COMPLEMENTARES DE ENGENHARIA PARA RECUPERAÇÃO, REFORMA E MANUTENÇÃO DO VIADUTO T05, LOCALIZADO NA MARGINAL PINHEIROS, NA CIDADE DE SÃO PAULO;Mobilidade Urbana;MANUTENÇÃO;OAE;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;01/06/2020;29/09/2021;010/SIURB/20;CONCREPOXI ENGENHARIA LTDA;	08064693000198;	;R$2.773.794,80;R$775.075,15;R$3.548.869,95;R$3.412.341,06;R$208.072,37;R$3.620.413,43
SIURB;M0142101;7910202000003560;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MO;LESTE;Belem;Viaduto Pires do Rio;-23.542693;-46.580957;Substituição de juntas de dilatação;PRESTAÇÃO DE SERVIÇOS PARA A SUBSTITUIÇÃO DE JUNTAS DE DILATAÇÃO NO VIADUTO PIRES DO RIO;Mobilidade Urbana;MANUTENÇÃO;OAE;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;07/06/2021;04/10/2021;014/SIURB/21;VOS OBRAS E SERVIÇOS DE CONSTRUÇÃO CIVIL;	01129913000175;	37;R$1.385.613,91;R$149.478,13;R$1.535.092,04;R$1.530.026,88;R$0,00;R$1.530.026,88
SIURB;M0171901;7910201900001132;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CS;SUL;Cidade Dutra;Av Senador Teotônio Vilela, 261;-23.703375;-46.700292;REFORMA E ADEQUAÇÃO DOS BOXES E EXECUÇÃO DE COBERTURA DO PADDOCK;Execução de obras e serviços de reforma e adequação dos boxes e execução de cobertura do paddock e do prédio de apoio, junto à reta principal do Autódromo Municipal josé Carlos Pace;Outros;MANUTENÇÃO;Autódromo de Interlagos;CONCLUÍDA;00-Tesouro Municipal\02-Transferências Federais;18/04/2019;22/01/2021;017/SIURB/19;CONSÓRCIO PADDOCK SCOPUS - SOUZA COMPEC;	33333767000191;	;R$38.336.557,69;R$7.954.674,80;R$46.291.232,49;R$46.182.925,74;R$942.669,41;R$47.125.595,15
SIURB;M0182201;6016202100868307;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;JT;NORTE;JAÇANÃ;Rua Miguel Arrojado Lisboa, 153 - Jardim Modeo;-23.467391;-46.566172;EMEI Jonise Máximo da Fonseca;EXECUÇÃO DE OBRA DE MANUTENÇÃO E ADEQUAÇÃO DA EMEI JONISE MÁXIMO DA FONSECA, SITUADA NA RUA MIGUEL ARROJADO LISBOA, 153 – JD. MODELO – SUB/JT.;Unidades de Educação;MANUTENÇÃO;EMERGENCIAL;CONCLUÍDA;00-Tesouro Municipal;29/03/2022;26/07/2022;018/SIURB/22;M F ENGENHARIA CIVIL LTDA;	18409431000171;	;R$466.873,07;R$52.236,26;R$519.109,33;R$519.109,33;R$0,00;R$519.109,33
SIURB;M0211701;6022201700017574;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;BT;OESTE;Morumbi;Rua Senador Otávio Mangabeira, alt nº 459;-23.609433;-46.719914;RECUPERAÇÃO DE GALERIA DE ÁGUAS PLUVIAIS E PAVIMENTO DA RUA SENADOR OTÁVIO MANGABEIRA;Execução de obras em caráter emergencial para a recuperação de galeria de águas pluviais e pavimento da Rua Senador Otávio Mangabeira;Drenagem;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;14/08/2017;10/02/2018;021/SMSO/17;SISTEMA ENGENHARIA LTDA;	03211938000149;	;R$270.580,94;R$0,00;R$270.580,94;R$270.580,94;R$0,00;R$270.580,94
SIURB;M0211801;201800178219;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;Sé;Corredor Expresso Tiradentes;-23.547083;-46.629258;RECUPERAÇÃO DO CORREDOR EXPRESSO TIRADENTES PRÓXIMO AO TERMINAL URBANO PARQUE DOM PEDRO II;Execução em regime de emergência das obras de recuperação do Corredor Expresso Tiradentes próximo ao Terminal Urbano Parque Dom Pedro II;Vias e Logradouros;MANUTENÇÃO;Emergencial;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;21/02/2018;20/08/2018;021/SIURB/18;JZ ENGENHARIA E COMÉRCIO LTDA;	58004714000158;	;R$4.812.526,11;R$0,00;R$4.812.526,11;R$4.812.526,11;R$0,00;R$4.812.526,11
SIURB;M0232101;7910202000006713;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MO;LESTE;Mooca;Praca Mario Vicente Pedro Piccoli, 144 - Brás, São Paulo - SP, 03162-025, Brasil;-23.5457;-46.6045;VIADUTO BRESSER;Contratação de empresa especializada em engenharia para execução de obra e serviços de recuperação do Viaduto Bresser;Vias e Logradouros;MANUTENÇÃO;Recuperação Pontes e Viadutos;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;12/07/2021;12/05/2022;023/SIURB/21;VOS OBRAS E SERVICOS DE CONSTRUCAO CIVIL LTDA;	01129913000175;	;R$5.927.664,75;R$1.505.919,43;R$7.433.584,18;R$7.178.034,19;R$0,00;R$7.178.034,19
SIURB;M0232201;6022202100046709;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;G ;LESTE;GUAIANASES;Rua Torre de Santiago;-23.549141;-46.401668;Estabilização e contenção de talude na EMEI Prof. Gianfrederico Porta;CONTRATAÇÃO EMERGENCIAL PARA ESTABILIZAÇÃO E CONTENÇÃO DE TALUDE NA EMEI PROF GIANFREDERICO PORTA, LOCALIZADA NA RUA TORRE DE SANTIAGO, N 232;Unidades de Educação;MANUTENÇÃO;EMERGENCIAL;CONCLUÍDA;00-Tesouro Municipal;30/12/2021;28/06/2022;023/SIURB/22;CONSTRUTORA SANDIN LTDA;	51182145000191;	;R$1.207.158,14;R$0,00;R$1.207.158,14;R$1.205.389,16;R$0,00;R$1.205.389,16
SIURB;M0241901;201900008714;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PJ;NORTE;Jaragua;Rua Philonilia Gonçalves dos Santos;-23.445512;-46.731336;CONTENÇÃO DE TALUDE - EMEF DEPUTADO ROGÊ FERREIRA;Contenção de talude junto à divisa das áreas da quadra de esportes e playground e obras complementares na EMEF Deputado Rogê Ferreira;Unidades de Educação;MANUTENÇÃO;Emergencial;CONCLUÍDA;00-Tesouro Municipal;08/01/2019;05/09/2019;024/SIURB/19;CENTRAL DE PLANEJAMENTO DE OBRAS E CONSTRUÇÕES LTDA;	49747215000160;	;R$1.207.164,13;R$0,00;R$1.207.164,13;R$1.203.222,39;R$0,00;R$1.203.222,39
SIURB;M0291801;201800528791;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;BT;OESTE;Rio Pequeno;Rua Coronel Salvador de Moya, 263;-23.575281;-46.752783;RECONSTRUÇÃO DA EMEF IBRAHIM NOBRE;Execução de obras para reconstrução da EMEF Ibrahim Nobre;Unidades de Educação;MANUTENÇÃO;Emergencial;CONCLUÍDA;;21/05/2018;05/07/2018;029/SIURB/18;EEC ENGENHARIA E CONSTRUÇÕES LTDA;	02811333000126;	;R$432.627,43;R$0,00;R$432.627,43;R$0,00;R$0,00;R$0,00
SIURB;M0292001;6022201900059890;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;BT;OESTE;Morumbi;Entre Capela do Morumbi e imóvel localizado na Rua Bandeirante Sampaio Soares, nº 321;-23.613317;-46.711288;CONTENÇÃO DE TALUDE EXISTENTE PRÓXIMO A CAPELA DO MORUMBI;Obra de emergência para contenção de talude existente entre a Capela do /morumbi e imóvel localizado na Rua Bandeirante Sampaio Soares, nº 321;Outros;MANUTENÇÃO;Emergencial;CONCLUÍDA;03-Transferências Estaduais;11/12/2019;08/06/2020;029/SIURB/20;SISTEMA ENGENHARIA LTDA;	03211938000149;	;R$1.430.459,31;R$0,00;R$1.430.459,31;R$1.430.459,09;R$0,00;R$1.430.459,09
SIURB;M0292101;6022202100014025;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;Sé;Vale do Anhangabaú;-23.545066;-46.636467;MANUTENÇÕES PREVENTIVAS NO VALE DO ANHANGABAÚ;Contratação de empresa para execução dos serviços especializados de operação, manutenção preventiva e corretiva das bombas, cisternas, galerias e fontes luminosas, conforme especificações estabelecidas nas descrições e condições constantes do Termo de Referência Anexo II - Vale do Anhangabaú;Outros;MANUTENÇÃO;Manutenção Preventiva;CONCLUÍDA;00-Tesouro Municipal;03/08/2021;03/08/2022;029/SIURB/21;PRIORATO ENGENHARIA LTDA;	28813283000100;	;R$1.368.000,00;R$0,00;R$1.368.000,00;R$467.400,00;R$0,00;R$467.400,00
SIURB;M0292201;6016202100029062;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;FO;NORTE;BRASILANDIA;Rua Domingos Delgado;-23.467276;-46.676043;Manutenção CEMEI Domingos Delgado;EXECUÇÃO DE OBRA DE MANUTENÇÃO PREVENTIVA, CORRETIVA E REPARAÇÕES DA CEMEI DOMINGOS DELGADO SEM DESONERAÇÃO, SITUADA NA RUA DOMINGOS DELGADO;Unidades de Educação;MANUTENÇÃO;CEMEI;CONCLUÍDA;00-Tesouro Municipal;07/04/2022;19/09/2022;029/SIURB/22;ABCON CONSULTORIA;	32244971000173;	;R$249.047,82;R$108.632,01;R$357.679,83;R$352.521,45;R$0,00;R$352.521,45
